timestamp,parameter,value
2025-06-01 15:38:07,MIN_BUY_SCORE,0.25
2025-06-01 15:53:11,MIN_BUY_SCORE,0.25
2025-06-01 16:08:15,MIN_BUY_SCORE,0.25
2025-06-01 16:23:18,MIN_BUY_SCORE,0.25
2025-06-01 16:38:22,MIN_BUY_SCORE,0.25
2025-06-01 16:53:26,MIN_BUY_SCORE,0.25
2025-06-01 17:08:29,MIN_BUY_SCORE,0.25
2025-06-01 17:23:32,MIN_BUY_SCORE,0.25
2025-06-01 17:38:36,MIN_BUY_SCORE,0.25
2025-06-01 17:53:39,MIN_BUY_SCORE,0.25
2025-06-01 18:08:42,MIN_BUY_SCORE,0.25
2025-06-01 18:23:46,MIN_BUY_SCORE,0.25
2025-06-01 18:38:50,MIN_BUY_SCORE,0.25
2025-06-01 18:53:53,MIN_BUY_SCORE,0.25
2025-06-01 19:08:57,MIN_BUY_SCORE,0.25
2025-06-01 19:24:01,MIN_BUY_SCORE,0.25
2025-06-01 19:39:04,MIN_BUY_SCORE,0.25
2025-06-01 19:54:07,MIN_BUY_SCORE,0.25
2025-06-01 20:09:11,MIN_BUY_SCORE,0.25
2025-06-01 20:24:14,MIN_BUY_SCORE,0.25
2025-06-01 20:39:18,MIN_BUY_SCORE,0.25
2025-06-01 20:54:22,MIN_BUY_SCORE,0.25
2025-06-01 21:09:25,MIN_BUY_SCORE,0.25
2025-06-01 21:24:28,MIN_BUY_SCORE,0.25
2025-06-01 21:39:32,MIN_BUY_SCORE,0.25
2025-06-01 21:54:35,MIN_BUY_SCORE,0.25
2025-06-01 22:09:39,MIN_BUY_SCORE,0.25
2025-06-01 22:39:43,MIN_BUY_SCORE,0.25
2025-06-01 23:09:46,MIN_BUY_SCORE,0.25
2025-06-01 23:39:49,MIN_BUY_SCORE,0.25
2025-06-02 00:09:52,MIN_BUY_SCORE,0.25
2025-06-02 00:39:55,MIN_BUY_SCORE,0.25
2025-06-02 01:09:58,MIN_BUY_SCORE,0.25
2025-06-02 01:40:01,MIN_BUY_SCORE,0.25
2025-06-02 02:10:04,MIN_BUY_SCORE,0.25
2025-06-02 03:10:07,MIN_BUY_SCORE,0.25
2025-06-02 04:10:10,MIN_BUY_SCORE,0.25
2025-06-02 05:10:12,MIN_BUY_SCORE,0.25
2025-06-02 06:10:16,MIN_BUY_SCORE,0.25
2025-06-02 07:10:19,MIN_BUY_SCORE,0.25
2025-06-02 08:10:22,MIN_BUY_SCORE,0.25
2025-06-02 08:25:25,MIN_BUY_SCORE,0.25
2025-06-02 08:40:28,MIN_BUY_SCORE,0.25
2025-06-02 08:55:31,MIN_BUY_SCORE,0.25
2025-06-02 09:10:34,MIN_BUY_SCORE,0.25
2025-06-02 09:25:37,MIN_BUY_SCORE,0.25
2025-06-02 09:40:40,MIN_BUY_SCORE,0.25
2025-06-02 09:55:43,MIN_BUY_SCORE,0.25
2025-06-02 10:10:47,MIN_BUY_SCORE,0.25
2025-06-02 10:25:50,MIN_BUY_SCORE,0.25
2025-06-02 10:40:53,MIN_BUY_SCORE,0.25
2025-06-02 10:55:56,MIN_BUY_SCORE,0.25
2025-06-02 11:10:59,MIN_BUY_SCORE,0.25
2025-06-02 11:26:02,MIN_BUY_SCORE,0.25
2025-06-02 11:41:06,MIN_BUY_SCORE,0.25
2025-06-02 11:56:09,MIN_BUY_SCORE,0.25
2025-06-02 12:11:13,MIN_BUY_SCORE,0.25
2025-06-02 12:26:16,MIN_BUY_SCORE,0.25
2025-06-02 12:41:19,MIN_BUY_SCORE,0.25
2025-06-02 12:56:17,MIN_BUY_SCORE,0.25
2025-06-02 13:11:21,MIN_BUY_SCORE,0.25
2025-06-02 13:26:24,MIN_BUY_SCORE,0.25
2025-06-02 13:41:27,MIN_BUY_SCORE,0.25
2025-06-02 13:56:30,MIN_BUY_SCORE,0.25
2025-06-02 14:11:34,MIN_BUY_SCORE,0.25
2025-06-02 14:26:37,MIN_BUY_SCORE,0.25
2025-06-02 14:41:41,MIN_BUY_SCORE,0.25
2025-06-02 14:56:45,MIN_BUY_SCORE,0.25
2025-06-02 15:11:48,MIN_BUY_SCORE,0.25
2025-06-02 15:26:51,MIN_BUY_SCORE,0.25
2025-06-02 15:41:55,MIN_BUY_SCORE,0.25
2025-06-02 15:56:59,MIN_BUY_SCORE,0.25
2025-06-02 16:12:02,MIN_BUY_SCORE,0.25
2025-06-02 16:27:06,MIN_BUY_SCORE,0.25
2025-06-02 16:42:10,MIN_BUY_SCORE,0.25
2025-06-02 16:57:14,MIN_BUY_SCORE,0.25
2025-06-02 17:12:17,MIN_BUY_SCORE,0.25
2025-06-02 17:27:21,MIN_BUY_SCORE,0.25
2025-06-02 17:42:24,MIN_BUY_SCORE,0.25
2025-06-02 17:57:28,MIN_BUY_SCORE,0.25
2025-06-02 18:12:31,MIN_BUY_SCORE,0.25
2025-06-02 18:27:35,MIN_BUY_SCORE,0.25
2025-06-02 18:42:38,MIN_BUY_SCORE,0.25
2025-06-02 18:57:42,MIN_BUY_SCORE,0.25
2025-06-02 19:12:45,MIN_BUY_SCORE,0.25
2025-06-02 19:27:49,MIN_BUY_SCORE,0.25
2025-06-02 19:42:53,MIN_BUY_SCORE,0.25
2025-06-02 19:57:56,MIN_BUY_SCORE,0.25
2025-06-02 20:13:00,MIN_BUY_SCORE,0.25
2025-06-02 20:28:04,MIN_BUY_SCORE,0.25
2025-06-02 20:43:07,MIN_BUY_SCORE,0.25
2025-06-02 20:58:11,MIN_BUY_SCORE,0.25
2025-06-02 21:13:15,MIN_BUY_SCORE,0.25
2025-06-02 21:28:18,MIN_BUY_SCORE,0.25
2025-06-02 21:43:22,MIN_BUY_SCORE,0.25
2025-06-02 21:58:25,MIN_BUY_SCORE,0.25
2025-06-02 22:13:28,MIN_BUY_SCORE,0.25
2025-06-02 22:43:31,MIN_BUY_SCORE,0.25
2025-06-02 23:13:35,MIN_BUY_SCORE,0.25
2025-06-02 23:43:37,MIN_BUY_SCORE,0.25
2025-06-03 00:13:41,MIN_BUY_SCORE,0.25
2025-06-03 01:08:11,MIN_BUY_SCORE,0.25
2025-06-03 01:30:37,MIN_BUY_SCORE,0.25
2025-06-03 01:44:39,MIN_BUY_SCORE,0.25
2025-06-03 01:54:02,MIN_BUY_SCORE,0.25
2025-06-03 01:57:58,MIN_BUY_SCORE,0.25
2025-06-03 02:06:45,MIN_BUY_SCORE,0.25
2025-06-03 02:19:48,MIN_BUY_SCORE,0.25
2025-06-03 02:33:43,MIN_BUY_SCORE,0.25
2025-06-03 02:45:41,MIN_BUY_SCORE,0.25
2025-06-03 03:03:07,MIN_BUY_SCORE,0.25
