timestamp,symbol,score,delta,price,signal
2025-06-01 18:08:42,ADA,-9.2453,0.4558,0.678966,HOLD
2025-06-01 18:08:42,SOL,-10.0868,0.2733,154.67,HOLD
2025-06-01 18:08:42,DOT,-11.0423,0.2124,4.0618,HOLD
2025-06-01 18:23:46,ETH,-0.5713,0.4208,2538.11,HOLD
2025-06-01 18:23:46,ADA,-8.7909,0.4544,0.682365,HOLD
2025-06-01 18:23:46,BNB,-1.0109,0.3554,657.26,HOLD
2025-06-01 18:23:46,XRP,-7.7966,0.3197,2.16314,HOLD
2025-06-01 18:23:46,SOL,-9.5578,0.529,155.58,HOLD
2025-06-01 18:23:46,DOT,-10.6722,0.3701,4.0787,HOLD
2025-06-01 18:23:46,LTC,-9.0968,0.4129,88.08,HOLD
2025-06-01 18:38:50,BTC,-1.623,0.1475,105258.0,HOLD
2025-06-01 18:38:50,ETH,-0.4475,0.1238,2541.27,HOLD
2025-06-01 18:38:50,ADA,-8.6331,0.1578,0.683546,HOLD
2025-06-01 18:38:50,BNB,-1.1178,-0.1069,656.55,HOLD
2025-06-01 18:38:50,XRP,-7.4671,0.3295,2.17087,HOLD
2025-06-01 18:38:50,SOL,-9.2846,0.2732,156.05,HOLD
2025-06-01 18:38:50,LTC,-8.973,0.1238,88.2,HOLD
2025-06-01 18:53:53,ETH,-0.3206,0.1269,2544.51,HOLD
2025-06-01 18:53:53,ADA,-8.4067,0.2264,0.68524,HOLD
2025-06-01 18:53:53,BNB,-0.9205,0.1973,657.86,HOLD
2025-06-01 18:53:53,XRP,-7.3622,0.1049,2.17333,HOLD
2025-06-01 18:53:53,SOL,-9.0346,0.25,156.48,HOLD
2025-06-01 19:08:57,BTC,-1.7524,-0.1416,105119.5,HOLD
2025-06-01 19:08:57,ETH,-0.4789,-0.1583,2540.47,HOLD
2025-06-01 19:08:57,ADA,-8.5776,-0.1709,0.683961,HOLD
2025-06-01 19:08:57,SOL,-9.3718,-0.3372,155.9,HOLD
2025-06-01 19:08:57,DOT,-11.0029,-0.3439,4.0636,HOLD
2025-06-01 19:08:57,LTC,-9.0452,-0.1238,88.13,HOLD
2025-06-01 19:24:00,ETH,-0.3516,0.1273,2543.72,HOLD
2025-06-01 19:24:00,ADA,-8.8814,-0.3038,0.681688,HOLD
2025-06-01 19:24:00,BNB,-1.1539,-0.2334,656.31,HOLD
2025-06-01 19:24:00,SOL,-9.2555,0.1163,156.1,HOLD
2025-06-01 19:24:00,DOT,-11.1102,-0.1073,4.0587,HOLD
2025-06-01 19:24:00,LTC,-9.1897,-0.1445,87.99,HOLD
2025-06-01 19:39:04,ADA,-8.5648,0.3166,0.684057,HOLD
2025-06-01 19:39:04,XRP,-7.2838,0.1871,2.17517,HOLD
2025-06-01 19:39:04,SOL,-8.9184,0.3371,156.68,HOLD
2025-06-01 19:39:04,DOT,-10.9459,0.1643,4.0662,HOLD
2025-06-01 19:39:04,LTC,-8.9627,0.227,88.21,HOLD
2025-06-01 19:54:07,ETH,-0.4248,-0.1234,2541.85,HOLD
2025-06-01 19:54:07,SOL,-9.023,-0.1046,156.5,HOLD
2025-06-01 19:54:07,DOT,-11.0729,-0.127,4.0604,HOLD
2025-06-01 20:09:11,BTC,-1.8601,-0.1153,105004.3,HOLD
2025-06-01 20:09:11,ETH,-0.8753,-0.4505,2530.35,HOLD
2025-06-01 20:09:11,ADA,-9.1001,-0.488,0.680052,HOLD
2025-06-01 20:09:11,XRP,-7.6845,-0.3841,2.16577,HOLD
2025-06-01 20:09:11,SOL,-9.3427,-0.3197,155.95,HOLD
