timestamp,symbol,W3,W7,W14,score
2025-06-01 10:52:09,ETH,-4.7415,-1.761,0.3527,-1.8096
2025-06-01 10:52:09,ADA,-7.3917,-12.0047,-11.975,-10.6089
2025-06-01 10:52:09,BNB,-3.2802,-2.5729,0.1872,-1.6811
2025-06-01 10:52:09,XRP,-4.0972,-8.1003,-11.4015,-8.2198
2025-06-01 10:52:09,SOL,-7.9753,-12.795,-11.5578,-10.8542
2025-06-01 10:52:09,DOT,-6.8927,-10.8906,-15.8889,-11.6906
2025-06-01 10:52:09,LTC,-7.0157,-9.3779,-14.0591,-10.5417
2025-06-01 11:07:12,BTC,-1.1947,-4.2828,-2.0232,-2.4525
2025-06-01 11:07:12,ETH,-4.735,-1.7543,0.3595,-1.803
2025-06-01 11:07:12,ADA,-7.6914,-12.2895,-12.2598,-10.8982
2025-06-01 11:07:12,BNB,-3.2802,-2.5729,0.1872,-1.6811
2025-06-01 11:07:12,XRP,-4.4642,-8.452,-11.7405,-8.5711
2025-06-01 11:07:12,SOL,-8.1793,-12.9883,-11.7538,-11.0518
2025-06-01 11:07:12,DOT,-7.1305,-11.1182,-16.1038,-11.9161
2025-06-01 11:07:12,LTC,-6.9406,-9.3048,-13.9897,-10.4695
2025-06-01 11:22:16,BTC,-1.428,-4.5088,-2.2545,-2.6828
2025-06-01 11:22:16,ETH,-5.2074,-2.2415,-0.1381,-2.2899
2025-06-01 11:22:16,ADA,-8.7297,-13.2761,-13.2467,-11.9004
2025-06-01 11:22:16,BNB,-3.2817,-2.5744,0.1857,-1.6826
2025-06-01 11:22:16,XRP,-4.8944,-8.8643,-12.138,-8.9828
2025-06-01 11:22:16,SOL,-8.8214,-13.5968,-12.371,-11.6739
2025-06-01 11:22:16,DOT,-7.5923,-11.5602,-16.521,-12.3542
2025-06-01 11:22:16,LTC,-7.1873,-9.5452,-14.2177,-10.7068
2025-06-01 11:37:19,BTC,-1.5893,-4.6651,-2.4144,-2.8421
2025-06-01 11:37:19,ETH,-5.3632,-2.4022,-0.3023,-2.4505
2025-06-01 11:37:19,ADA,-8.5858,-13.1393,-13.11,-11.7615
2025-06-01 11:37:19,BNB,-3.5514,-2.8461,-0.0936,-1.9567
2025-06-01 11:37:19,XRP,-4.9853,-8.9513,-12.2219,-9.0698
2025-06-01 11:37:19,SOL,-9.0254,-13.7902,-12.567,-11.8715
2025-06-01 11:37:19,DOT,-7.6039,-11.5713,-16.5314,-12.3651
2025-06-01 11:37:19,LTC,-7.4448,-9.7961,-14.4557,-10.9545
2025-06-01 11:52:24,BTC,-1.5453,-4.6224,-2.3708,-2.7986
2025-06-01 11:52:24,ETH,-5.3339,-2.372,-0.2715,-2.4204
2025-06-01 11:52:24,ADA,-8.9636,-13.4983,-13.469,-12.1262
2025-06-01 11:52:24,BNB,-3.7677,-3.064,-0.3177,-2.1766
2025-06-01 11:52:24,XRP,-4.9434,-8.9112,-12.1833,-9.0297
2025-06-01 11:52:24,SOL,-9.1695,-13.9266,-12.7055,-12.011
2025-06-01 11:52:24,DOT,-7.7978,-11.7569,-16.7066,-12.5491
2025-06-01 11:52:24,LTC,-7.5735,-9.9216,-14.5747,-11.0784
2025-06-01 12:07:27,BTC,-1.6125,-4.6875,-2.4374,-2.865
2025-06-01 12:07:27,ETH,-5.3693,-2.4085,-0.3087,-2.4568
2025-06-01 12:07:27,ADA,-9.1572,-13.6822,-13.653,-12.313
2025-06-01 12:07:27,BNB,-3.6447,-2.9401,-0.1903,-2.0516
2025-06-01 12:07:27,XRP,-5.122,-9.0824,-12.3483,-9.2006
2025-06-01 12:07:27,SOL,-9.1515,-13.9096,-12.6882,-11.9936
2025-06-01 12:07:27,DOT,-7.8186,-11.7768,-16.7254,-12.5688
2025-06-01 12:07:27,LTC,-7.3482,-9.702,-14.3664,-10.8617
2025-06-01 12:22:30,BTC,-1.5454,-4.6225,-2.3709,-2.7987
2025-06-01 12:22:30,ETH,-5.1006,-2.1314,-0.0256,-2.1798
