timestamp,symbol,amount,price,total_value,reason
2025-06-03 03:03:24,ETH,0.25155542,2623.99,660.08,manual_buy
2025-06-05 14:46:40,ETH,0.24288611,2630.61,638.94,manual_buy
2025-06-05 14:46:46,ETH,0.00402463,2630.61,10.59,manual_buy
2025-06-11 22:58:27,ETH,0.21052724,2818.12,593.29,manual_buy
